"age","sex","ndepchld","wage","working","married","wage_ln","educ"
28,"female",2,NA,0,1,NA,17
69,"female",0,NA,0,1,NA,10
51,"female",1,2153.84619140625,1,1,7.67501068115234,16
46,"female",2,NA,0,1,NA,13
28,"female",0,561.33056640625,1,1,6.33030986785889,13
56,"female",0,NA,0,1,NA,10
59,"female",0,447.368408203125,1,1,6.10338258743286,10
47,"female",0,897.435913085938,1,1,6.79954147338867,10
36,"female",1,938.786560058594,1,1,6.84458827972412,13
32,"female",3,579.807678222656,1,1,6.36269664764404,10
42,"female",1,507.692321777344,1,1,6.2298755645752,11
64,"female",0,NA,0,1,NA,10
53,"female",1,1225.06811523438,1,1,7.11075162887573,11
56,"female",0,1515.15148925781,1,1,7.32327079772949,17
62,"female",0,NA,0,1,NA,10
28,"female",0,793.269226074219,1,1,6.67616271972656,14
36,"female",2,650,1,1,6.47697257995605,11
69,"female",0,NA,0,1,NA,10
36,"female",3,738.461547851562,1,1,6.60456895828247,13
28,"female",0,923.076904296875,1,1,6.82771253585815,16
69,"female",0,NA,0,1,NA,10
48,"female",3,1282.05126953125,1,1,7.15621662139893,17
50,"female",0,NA,0,1,NA,12
37,"female",0,903.010009765625,1,1,6.8057336807251,12
37,"female",2,436.363647460938,1,1,6.07847595214844,12
41,"female",3,1153.84619140625,1,1,7.05085611343384,16
54,"female",0,1153.84619140625,1,1,7.05085611343384,12
29,"female",0,1185.03112792969,1,1,7.07752418518066,18
29,"female",2,NA,0,1,NA,13
47,"female",0,NA,0,1,NA,10
51,"female",0,600,1,1,6.39692974090576,9
24,"female",0,994.082824707031,1,1,6.90182065963745,15
67,"female",0,NA,0,1,NA,15
59,"female",0,576.923095703125,1,1,6.35770893096924,10
35,"female",2,NA,0,1,NA,11
35,"female",4,NA,0,1,NA,13
60,"female",0,NA,0,1,NA,10
41,"female",2,NA,0,1,NA,11
35,"female",1,693.093566894531,1,1,6.54116487503052,15
57,"female",0,NA,0,1,NA,10
25,"female",1,NA,0,1,NA,12
41,"female",1,755.244750976562,1,1,6.62704181671143,11
38,"female",0,NA,0,1,NA,11
60,"female",0,449.498321533203,1,1,6.10813188552856,10
41,"female",1,403.846160888672,1,1,6.00103378295898,11
64,"female",0,NA,0,1,NA,10
28,"female",2,441.176483154297,1,1,6.08944511413574,11
45,"female",0,425,1,1,6.05208921432495,12
31,"female",3,846.153869628906,1,1,6.74070119857788,12
40,"female",1,NA,0,1,NA,12
42,"female",0,NA,0,1,NA,11
51,"female",0,NA,0,1,NA,16
40,"female",0,NA,0,1,NA,11
37,"female",1,NA,0,1,NA,11
46,"female",0,631,1,1,6.44730567932129,13
49,"female",0,833.333312988281,1,1,6.72543382644653,12
32,"female",1,NA,0,1,NA,13
32,"female",3,NA,0,1,NA,14
63,"female",0,NA,0,1,NA,11
38,"female",2,NA,0,1,NA,11
64,"female",0,NA,0,1,NA,10
42,"female",3,NA,0,1,NA,11
31,"female",0,540.350891113281,1,1,6.29221868515015,12
30,"female",0,1153.84619140625,1,1,7.05085611343384,18
25,"female",0,873.180847167969,1,1,6.77214288711548,11
42,"female",4,NA,0,1,NA,11
34,"female",0,650.666687011719,1,1,6.47799730300903,11
21,"female",0,717.94873046875,1,1,6.57639837265015,11
44,"female",1,NA,0,1,NA,11
40,"female",2,517.243408203125,1,1,6.24851369857788,11
47,"female",1,730.772277832031,1,1,6.59410190582275,13
26,"female",4,NA,0,1,NA,11
36,"female",2,507.142852783203,1,1,6.22879266738892,11
55,"female",0,450.5625,1,1,6.11049699783325,11
58,"female",0,NA,0,1,NA,10
34,"female",1,791.208801269531,1,1,6.67356204986572,13
59,"female",0,NA,0,1,NA,10
47,"female",1,NA,0,1,NA,9
57,"female",0,NA,0,1,NA,16
50,"female",0,1096.783203125,1,1,7.0001368522644,11
56,"female",0,NA,0,1,NA,11
27,"female",3,NA,0,1,NA,10
68,"female",0,NA,0,1,NA,9
49,"female",1,428.365386962891,1,1,6.05997657775879,10
33,"female",0,NA,0,1,NA,11
26,"female",1,NA,0,1,NA,13
56,"female",0,NA,0,1,NA,12
48,"female",1,1508.98352050781,1,1,7.31919145584106,18
30,"female",2,NA,0,1,NA,14
54,"female",0,500,1,1,6.21460819244385,11
52,"female",0,625,1,1,6.43775177001953,11
35,"female",2,562.75,1,1,6.33283567428589,16
56,"female",0,NA,0,1,NA,11
28,"female",0,358.974365234375,1,1,5.88325119018555,11
56,"female",0,773.388793945312,1,1,6.65078210830688,10
65,"female",0,NA,0,1,NA,10
63,"female",0,NA,0,1,NA,10
29,"female",1,576.923095703125,1,1,6.35770893096924,11
57,"female",2,NA,0,1,NA,10
31,"female",0,2307.6923828125,1,1,7.74400329589844,21
69,"female",0,NA,0,1,NA,10
50,"female",0,NA,0,1,NA,10
57,"female",0,NA,0,1,NA,10
67,"female",0,NA,0,1,NA,10
31,"female",5,NA,0,1,NA,9
28,"female",5,NA,0,1,NA,8
39,"female",2,NA,0,1,NA,15
42,"female",0,625,1,1,6.43775177001953,11
44,"female",1,608.108093261719,1,1,6.41035270690918,15
56,"female",0,528.846130371094,1,1,6.27069759368896,11
47,"female",2,519.893920898438,1,1,6.25362491607666,11
29,"female",0,555.555541992188,1,1,6.31996870040894,11
69,"female",0,NA,0,1,NA,11
42,"female",3,865.384643554688,1,1,6.76317405700684,11
63,"female",0,NA,0,1,NA,10
67,"female",0,NA,0,1,NA,11
44,"female",2,NA,0,1,NA,17
51,"female",0,1548.92309570312,1,1,7.34531497955322,16
46,"female",0,640.424377441406,1,1,6.46213102340698,11
55,"female",0,NA,0,1,NA,12
59,"female",0,NA,0,1,NA,10
57,"female",0,461.538452148438,1,1,6.13456535339355,13
63,"female",0,NA,0,1,NA,13
34,"female",1,NA,0,1,NA,11
20,"female",2,NA,0,1,NA,8
42,"female",3,NA,0,1,NA,13
32,"female",0,659.615356445312,1,1,6.49165678024292,15
64,"female",0,NA,0,1,NA,10
48,"female",0,3076.92309570312,1,1,8.0316858291626,21
51,"female",0,NA,0,1,NA,10
54,"female",0,1372.14135742188,1,1,7.22412776947021,10
59,"female",0,761.90478515625,1,1,6.63582181930542,10
64,"female",0,NA,0,1,NA,10
56,"female",0,NA,0,1,NA,12
63,"female",0,NA,0,1,NA,10
47,"female",1,1098.90112304688,1,1,7.00206613540649,10
37,"female",2,307.692321777344,1,1,5.72910022735596,11
48,"female",0,NA,0,1,NA,10
48,"female",1,2461.53857421875,1,1,7.80854177474976,17
36,"female",2,613.333312988281,1,1,6.41890859603882,11
28,"female",1,662.847778320312,1,1,6.49654531478882,10
66,"female",0,NA,0,1,NA,10
48,"female",0,472.119995117188,1,1,6.15723323822021,11
32,"female",0,814.285705566406,1,1,6.70231151580811,12
43,"female",1,300,1,1,5.70378255844116,11
24,"female",2,NA,0,1,NA,11
42,"female",2,948.717956542969,1,1,6.85511159896851,11
49,"female",0,2053.84619140625,1,1,7.62746953964233,10
33,"female",0,1051.28210449219,1,1,6.95776557922363,11
48,"female",0,NA,0,1,NA,11
42,"female",2,549.743591308594,1,1,6.30945205688477,12
60,"female",0,NA,0,1,NA,10
42,"female",1,NA,0,1,NA,11
45,"female",0,798.611083984375,1,1,6.68287420272827,11
25,"female",2,NA,0,1,NA,11
37,"female",0,1615.38464355469,1,1,7.38732814788818,11
40,"female",0,2297.29736328125,1,1,7.73948860168457,13
51,"female",0,623.700622558594,1,1,6.43567037582397,11
42,"female",3,NA,0,1,NA,11
61,"female",0,358.974365234375,1,1,5.88325119018555,11
50,"female",0,562.130187988281,1,1,6.33173370361328,12
57,"female",0,NA,0,1,NA,9
42,"female",0,915.960021972656,1,1,6.8199725151062,12
65,"female",0,NA,0,1,NA,10
60,"female",0,461.538452148438,1,1,6.13456535339355,11
67,"female",0,NA,0,1,NA,16
35,"female",2,NA,0,1,NA,16
54,"female",0,470.3125,1,1,6.15339756011963,11
41,"female",0,403.846160888672,1,1,6.00103378295898,11
69,"female",0,NA,0,1,NA,9
53,"female",0,996.923095703125,1,1,6.90467357635498,13
43,"female",2,1562.01928710938,1,1,7.35373449325562,17
66,"female",0,NA,0,1,NA,18
39,"female",2,564.335693359375,1,1,6.33564949035645,12
52,"female",0,NA,0,1,NA,10
33,"female",2,1730.76928710938,1,1,7.45632123947144,11
27,"female",0,NA,0,1,NA,17
44,"female",1,1038.46154785156,1,1,6.94549560546875,11
35,"female",1,NA,0,1,NA,11
61,"female",0,2100,1,1,7.64969253540039,11
41,"female",3,545.454528808594,1,1,6.30161952972412,13
36,"female",2,390.625,1,1,5.96774816513062,11
61,"female",0,NA,0,1,NA,10
35,"female",3,793.269226074219,1,1,6.67616271972656,10
47,"female",0,710.059143066406,1,1,6.56534814834595,10
62,"female",0,515.384643554688,1,1,6.24491357803345,9
69,"female",0,520,1,1,6.25382900238037,11
32,"female",1,824.175842285156,1,1,6.71438407897949,17
51,"female",1,865.384643554688,1,1,6.76317405700684,11
41,"female",2,480.769226074219,1,1,6.17538738250732,12
23,"female",3,714.285705566406,1,1,6.57128286361694,11
68,"female",0,NA,0,1,NA,10
58,"female",0,NA,0,1,NA,10
69,"female",0,NA,0,1,NA,10
49,"female",0,NA,0,1,NA,10
62,"female",0,NA,0,1,NA,10
64,"female",0,NA,0,1,NA,10
57,"female",0,NA,0,1,NA,8
51,"female",0,NA,0,1,NA,11
38,"female",3,432.167846679688,1,1,6.06881427764893,11
69,"female",0,NA,0,1,NA,8
52,"female",1,1656.07690429688,1,1,7.41220664978027,12
34,"female",2,459.075012207031,1,1,6.12921380996704,12
54,"female",0,NA,0,1,NA,14
57,"female",0,1269.23071289062,1,1,7.14616632461548,11
48,"female",0,NA,0,1,NA,13
62,"female",0,NA,0,1,NA,17
63,"female",0,1000,1,1,6.90775537490845,12
46,"female",2,1153.84619140625,1,1,7.05085611343384,13
42,"female",2,1292.30773925781,1,1,7.16418504714966,11
58,"female",0,NA,0,1,NA,11
50,"female",1,538.461547851562,1,1,6.28871631622314,11
66,"female",0,NA,0,1,NA,10
42,"female",2,1186.81323242188,1,1,7.07902717590332,13
51,"female",0,NA,0,1,NA,10
38,"female",2,625,1,1,6.43775177001953,11
52,"female",0,1661.53845214844,1,1,7.41549921035767,15
63,"female",0,NA,0,1,NA,11
48,"female",4,NA,0,1,NA,9
57,"female",0,1084.61535644531,1,1,6.98898077011108,13
63,"female",0,NA,0,1,NA,13
66,"female",0,681.818176269531,1,1,6.5247631072998,10
61,"female",0,NA,0,1,NA,10
62,"female",0,NA,0,1,NA,11
58,"female",0,NA,0,1,NA,11
51,"female",0,1054.94506835938,1,1,6.96124410629272,11
40,"female",2,NA,0,1,NA,10
54,"female",0,530.1455078125,1,1,6.27315139770508,10
41,"female",1,642.857116699219,1,1,6.46592235565186,17
50,"female",2,1282.05126953125,1,1,7.15621662139893,11
42,"female",0,675.675659179688,1,1,6.51571321487427,11
40,"female",2,NA,0,1,NA,13
43,"female",3,553.846130371094,1,1,6.31688690185547,13
55,"female",0,923.076904296875,1,1,6.82771253585815,17
69,"female",0,NA,0,1,NA,11
41,"female",2,750,1,1,6.62007331848145,11
57,"female",0,1559.25158691406,1,1,7.35196113586426,10
35,"female",2,796.153869628906,1,1,6.6797924041748,13
41,"female",4,623.076904296875,1,1,6.43466997146606,9
39,"female",0,NA,0,1,NA,11
39,"female",3,NA,0,1,NA,12
56,"female",0,NA,0,1,NA,11
60,"female",0,532.544372558594,1,1,6.27766609191895,10
60,"female",0,NA,0,1,NA,10
40,"female",1,1239.31628417969,1,1,7.12231492996216,12
42,"female",2,692.307678222656,1,1,6.54003047943115,13
59,"female",0,1083.81079101562,1,1,6.98823881149292,10
54,"female",0,NA,0,1,NA,10
64,"female",0,NA,0,1,NA,10
63,"female",0,NA,0,1,NA,10
51,"female",0,NA,0,1,NA,9
59,"female",0,NA,0,1,NA,10
61,"female",0,NA,0,1,NA,10
64,"female",0,500,1,1,6.21460819244385,10
28,"female",2,NA,0,1,NA,11
38,"female",0,789.60498046875,1,1,6.67153263092041,11
28,"female",1,NA,0,1,NA,11
52,"female",0,420,1,1,6.04025459289551,10
34,"female",3,637.189208984375,1,1,6.45706653594971,10
51,"female",1,NA,0,1,NA,10
47,"female",0,606.787353515625,1,1,6.40817832946777,10
58,"female",0,819.007690429688,1,1,6.70809364318848,10
28,"female",1,637.68115234375,1,1,6.45783853530884,15
33,"female",2,680,1,1,6.52209281921387,11
57,"female",0,NA,0,1,NA,10
42,"female",1,428.571441650391,1,1,6.06045722961426,12
25,"female",1,472.972961425781,1,1,6.15903806686401,11
53,"female",0,714.285705566406,1,1,6.57128286361694,11
50,"female",0,738.461547851562,1,1,6.60456895828247,10
56,"female",1,NA,0,1,NA,10
45,"female",0,NA,0,1,NA,11
42,"female",3,360.576934814453,1,1,5.88770532608032,10
55,"female",0,541.153869628906,1,1,6.29370355606079,11
40,"female",2,1076.92309570312,1,1,6.98186349868774,12
52,"female",0,NA,0,1,NA,11
38,"female",2,580,1,1,6.36302804946899,11
28,"female",1,NA,0,1,NA,12
22,"female",1,NA,0,1,NA,12
19,"female",1,NA,0,1,NA,11
26,"female",3,NA,0,1,NA,11
22,"female",2,NA,0,1,NA,13
32,"female",0,486.842102050781,1,1,6.18793964385986,11
58,"female",0,NA,0,1,NA,10
31,"female",5,NA,0,1,NA,11
46,"female",0,448,1,1,6.10479307174683,10
54,"female",0,448.717956542969,1,1,6.10639476776123,10
67,"female",0,NA,0,1,NA,11
43,"female",1,605.769226074219,1,1,6.40649890899658,11
38,"female",2,1272.11535644531,1,1,7.14843654632568,16
56,"female",0,NA,0,1,NA,10
37,"female",1,NA,0,1,NA,11
67,"female",0,NA,0,1,NA,10
55,"female",0,NA,0,1,NA,9
61,"female",0,NA,0,1,NA,10
44,"female",3,NA,0,1,NA,13
31,"female",2,NA,0,1,NA,11
34,"female",2,865.384643554688,1,1,6.76317405700684,11
48,"female",2,NA,0,1,NA,10
26,"female",2,NA,0,1,NA,13
44,"female",1,135.278518676758,1,1,4.90733575820923,11
47,"female",1,744.755249023438,1,1,6.61305570602417,12
51,"female",0,583.333312988281,1,1,6.36875867843628,10
33,"female",5,664.615356445312,1,1,6.49920845031738,11
49,"female",0,824.175842285156,1,1,6.71438407897949,11
60,"female",0,NA,0,1,NA,10
46,"female",0,NA,0,1,NA,10
56,"female",0,NA,0,1,NA,11
44,"female",4,NA,0,1,NA,9
23,"female",1,74.1666641235352,1,1,4.30631494522095,13
45,"female",0,NA,0,1,NA,8
41,"female",5,NA,0,1,NA,10
31,"female",2,NA,0,1,NA,11
30,"female",3,NA,0,1,NA,11
32,"female",2,528.014404296875,1,1,6.26912355422974,12
29,"female",1,NA,0,1,NA,15
45,"female",0,NA,0,1,NA,16
41,"female",1,NA,0,1,NA,14
43,"female",1,NA,0,1,NA,11
59,"female",0,713.688171386719,1,1,6.5704460144043,11
62,"female",0,NA,0,1,NA,10
59,"female",0,420.833343505859,1,1,6.04223680496216,12
58,"female",0,NA,0,1,NA,11
49,"female",1,NA,0,1,NA,9
57,"female",0,NA,0,1,NA,10
60,"female",0,NA,0,1,NA,10
39,"female",0,2307.6923828125,1,1,7.74400329589844,16
35,"female",1,686.070678710938,1,1,6.53098058700562,11
43,"female",1,448.571441650391,1,1,6.10606813430786,11
51,"female",0,454.545440673828,1,1,6.11929798126221,10
39,"female",1,NA,0,1,NA,10
39,"female",3,NA,0,1,NA,11
33,"female",2,803.076904296875,1,1,6.6884503364563,19
38,"female",3,552.22412109375,1,1,6.31395387649536,13
32,"female",3,NA,0,1,NA,12
49,"female",1,NA,0,1,NA,11
47,"female",2,306.122436523438,1,1,5.72398519515991,10
48,"female",0,443.076934814453,1,1,6.09374332427979,10
33,"female",3,633.981384277344,1,1,6.45201969146729,13
56,"female",0,NA,0,1,NA,10
41,"female",0,588.461547851562,1,1,6.37751150131226,11
53,"female",0,NA,0,1,NA,10
52,"female",0,187.11018371582,1,1,5.23169755935669,11
42,"female",2,519.230773925781,1,1,6.25234842300415,11
32,"female",0,857.142883300781,1,1,6.75360441207886,11
64,"female",0,720,1,1,6.57925128936768,10
43,"female",0,769.230773925781,1,1,6.64539098739624,11
46,"female",0,641.025634765625,1,1,6.46306943893433,11
28,"female",2,2000,1,1,7.60090255737305,11
59,"female",0,423.076934814453,1,1,6.04755401611328,10
31,"female",1,NA,0,1,NA,11
63,"female",0,NA,0,1,NA,10
32,"female",5,NA,0,1,NA,10
37,"female",1,NA,0,1,NA,11
49,"female",1,623.700622558594,1,1,6.43567037582397,11
30,"female",2,652.173889160156,1,1,6.48031139373779,11
61,"female",0,NA,0,1,NA,10
53,"female",0,461.538452148438,1,1,6.13456535339355,10
34,"female",3,882.352966308594,1,1,6.78259229660034,11
64,"female",0,NA,0,1,NA,10
63,"female",0,NA,0,1,NA,9
61,"female",0,NA,0,1,NA,11
67,"female",0,NA,0,1,NA,9
49,"female",1,NA,0,1,NA,10
32,"female",1,NA,0,1,NA,11
47,"female",1,681.481506347656,1,1,6.52426910400391,10
63,"female",0,NA,0,1,NA,10
63,"female",0,NA,0,1,NA,10
40,"female",0,41.4814796447754,1,1,3.7252471446991,11
61,"female",0,NA,0,1,NA,11
50,"female",0,NA,0,1,NA,11
61,"female",0,NA,0,1,NA,7
56,"female",0,NA,0,1,NA,10
33,"female",2,1384.61535644531,1,1,7.23317766189575,11
58,"female",0,NA,0,1,NA,10
49,"female",0,866.666687011719,1,1,6.76465463638306,11
42,"female",2,497.777770996094,1,1,6.21015357971191,11
47,"female",1,440,1,1,6.0867748260498,10
43,"female",0,586.666687011719,1,1,6.37445688247681,11
53,"female",0,NA,0,1,NA,10
56,"female",0,NA,0,1,NA,10
50,"female",0,617.815368652344,1,1,6.42618942260742,10
56,"female",0,NA,0,1,NA,10
50,"female",0,NA,0,1,NA,10
34,"female",1,NA,0,1,NA,8
59,"female",0,769.230773925781,1,1,6.64539098739624,6
46,"female",2,1013.48309326172,1,1,6.9211483001709,13
60,"female",0,NA,0,1,NA,11
33,"female",2,741.758239746094,1,1,6.6090235710144,12
29,"female",2,NA,0,1,NA,16
42,"female",2,NA,0,1,NA,17
37,"female",2,1080,1,1,6.98471641540527,14
55,"female",0,NA,0,1,NA,15
64,"female",0,NA,0,1,NA,11
54,"female",0,433.333343505859,1,1,6.07150745391846,10
64,"female",0,NA,0,1,NA,10
44,"female",2,NA,0,1,NA,11
57,"female",0,428.571441650391,1,1,6.06045722961426,11
42,"female",3,NA,0,1,NA,14
23,"female",0,NA,0,1,NA,14
33,"female",1,1500,1,1,7.31322050094604,13
51,"female",0,NA,0,1,NA,17
28,"female",0,668.179016113281,1,1,6.50455617904663,11
32,"female",2,3118.50317382812,1,1,8.04510879516602,13
47,"female",1,711.018737792969,1,1,6.56669855117798,10
39,"female",2,483.333343505859,1,1,6.18070650100708,11
39,"female",1,962.5,1,1,6.86953401565552,12
39,"female",2,NA,0,1,NA,11
27,"female",1,1454.84948730469,1,1,7.28265762329102,12
39,"female",0,1359.64733886719,1,1,7.2149806022644,17
58,"female",0,612.612609863281,1,1,6.41773271560669,10
43,"female",4,1621.62158203125,1,1,7.39118194580078,16
47,"female",0,NA,0,1,NA,14
52,"female",0,NA,0,1,NA,16
66,"female",0,NA,0,1,NA,10
60,"female",0,790.769226074219,1,1,6.67300605773926,10
36,"female",2,NA,0,1,NA,12
68,"female",0,NA,0,1,NA,10
62,"female",0,NA,0,1,NA,10
37,"female",2,NA,0,1,NA,11
50,"female",0,735.343017578125,1,1,6.60033702850342,11
46,"female",4,820.512817382812,1,1,6.70992946624756,18
50,"female",0,475,1,1,6.16331481933594,13
51,"female",1,583.150207519531,1,1,6.36844491958618,12
56,"female",0,1301.03955078125,1,1,7.1709189414978,15
61,"female",0,NA,0,1,NA,10
40,"female",1,NA,0,1,NA,11
31,"female",0,658.153869628906,1,1,6.48943853378296,15
42,"female",1,1186.81323242188,1,1,7.07902717590332,11
55,"female",0,719.45703125,1,1,6.5784969329834,16
38,"female",1,489.473693847656,1,1,6.19333076477051,13
36,"female",2,NA,0,1,NA,12
54,"female",0,584,1,1,6.36990118026733,16
46,"female",0,451.923065185547,1,1,6.11351203918457,10
41,"female",2,1076.92309570312,1,1,6.98186349868774,17
34,"female",0,1412.30773925781,1,1,7.25298023223877,13
37,"female",2,1888.11193847656,1,1,7.54333257675171,16
23,"female",0,471.153839111328,1,1,6.15518474578857,11
46,"female",0,550.295837402344,1,1,6.31045579910278,11
50,"female",0,NA,0,1,NA,10
59,"female",0,836.538452148438,1,1,6.72927236557007,11
54,"female",0,500,1,1,6.21460819244385,10
45,"female",0,8.07692337036133,1,1,2.0890109539032,11
50,"female",0,2307.6923828125,1,1,7.74400329589844,18
36,"female",0,NA,0,1,NA,14
64,"female",0,NA,0,1,NA,10
47,"female",2,NA,0,1,NA,11
33,"female",2,NA,0,1,NA,13
32,"female",3,1122.6611328125,1,1,7.02345705032349,17
69,"female",0,NA,0,1,NA,10
33,"female",1,1488.83374023438,1,1,7.305748462677,17
37,"female",2,NA,0,1,NA,18
45,"female",1,702.197814941406,1,1,6.55421495437622,11
57,"female",0,NA,0,1,NA,11
63,"female",0,818.181823730469,1,1,6.70708465576172,9
52,"female",0,497.041412353516,1,1,6.20867347717285,14
37,"female",0,617.021301269531,1,1,6.42490339279175,12
49,"female",0,NA,0,1,NA,12
41,"female",0,615.384643554688,1,1,6.42224740982056,11
64,"female",0,431.868133544922,1,1,6.06812047958374,10
37,"female",1,NA,0,1,NA,11
68,"female",0,NA,0,1,NA,15
56,"female",0,NA,0,1,NA,10
37,"female",2,474.725280761719,1,1,6.16273641586304,12
45,"female",1,735.433837890625,1,1,6.60046052932739,10
56,"female",0,NA,0,1,NA,10
45,"female",0,779.625793457031,1,1,6.65881395339966,11
48,"female",0,923.076904296875,1,1,6.82771253585815,12
44,"female",1,1704.14196777344,1,1,7.44081687927246,13
69,"female",0,NA,0,1,NA,10
54,"female",0,NA,0,1,NA,12
46,"female",1,507.455871582031,1,1,6.22940969467163,10
56,"female",0,NA,0,1,NA,11
47,"female",0,766.483520507812,1,1,6.64181327819824,11
55,"female",0,NA,0,1,NA,11
56,"female",0,NA,0,1,NA,10
56,"female",0,NA,0,1,NA,10
40,"female",1,NA,0,1,NA,11
34,"female",2,820.512817382812,1,1,6.70992946624756,10
27,"female",0,692.307678222656,1,1,6.54003047943115,11
44,"female",2,468.982635498047,1,1,6.15056562423706,11
44,"female",1,502.284606933594,1,1,6.21916675567627,11
60,"female",0,NA,0,1,NA,10
39,"female",2,1434.51147460938,1,1,7.26857948303223,13
56,"female",0,1187.78283691406,1,1,7.07984352111816,10
55,"female",0,550,1,1,6.30991840362549,10
44,"female",3,578.891418457031,1,1,6.36111497879028,12
33,"female",0,1107.69226074219,1,1,7.01003408432007,13
37,"female",2,769.230773925781,1,1,6.64539098739624,11
35,"female",2,753.571411132812,1,1,6.62482357025146,11
35,"female",1,906.976745605469,1,1,6.8101167678833,16
68,"female",0,NA,0,1,NA,10
59,"female",0,NA,0,1,NA,10
48,"female",1,673.076904296875,1,1,6.51185941696167,11
68,"female",0,NA,0,1,NA,10
64,"female",0,NA,0,1,NA,11
25,"female",0,461.538452148438,1,1,6.13456535339355,13
69,"female",0,NA,0,1,NA,11
57,"female",0,NA,0,1,NA,11
34,"female",2,608.461547851562,1,1,6.41093349456787,11
42,"female",2,732.095520019531,1,1,6.59591102600098,12
38,"female",3,524.475524902344,1,1,6.2623987197876,13
30,"female",2,1009.61535644531,1,1,6.91732454299927,9
42,"female",3,593.333312988281,1,1,6.38575649261475,13
55,"female",0,850.202453613281,1,1,6.74547433853149,11
65,"female",0,NA,0,1,NA,10
41,"female",2,NA,0,1,NA,11
58,"female",0,NA,0,1,NA,12
22,"female",2,NA,0,1,NA,10
44,"female",1,1350,1,1,7.20785999298096,11
47,"female",0,323.038452148438,1,1,5.77777147293091,9
63,"female",0,NA,0,1,NA,10
34,"female",2,901.098876953125,1,1,6.8036150932312,13
45,"female",0,600,1,1,6.39692974090576,10
36,"female",3,NA,0,1,NA,11
68,"female",0,NA,0,1,NA,10
65,"female",0,NA,0,1,NA,15
35,"female",1,1230.76928710938,1,1,7.11539459228516,13
32,"female",0,461.538452148438,1,1,6.13456535339355,13
39,"female",2,635.599975585938,1,1,6.4545693397522,11
37,"female",2,389.743591308594,1,1,5.96548891067505,11
34,"female",2,1015.38464355469,1,1,6.92302274703979,11
34,"female",2,995.604370117188,1,1,6.90334987640381,12
46,"female",0,485,1,1,6.18414878845215,10
29,"female",0,1282.05126953125,1,1,7.15621662139893,16
42,"female",2,NA,0,1,NA,11
38,"female",2,NA,0,1,NA,17
62,"female",0,528.846130371094,1,1,6.27069759368896,11
34,"female",0,1185.03112792969,1,1,7.07752418518066,11
47,"female",0,1984.61535644531,1,1,7.59318017959595,14
56,"female",0,NA,0,1,NA,18
44,"female",2,NA,0,1,NA,11
55,"female",0,1730.76928710938,1,1,7.45632123947144,16
51,"female",1,403.846160888672,1,1,6.00103378295898,11
54,"female",0,NA,0,1,NA,12
37,"female",2,NA,0,1,NA,12
56,"female",0,1041.66662597656,1,1,6.94857740402222,10
40,"female",2,NA,0,1,NA,18
49,"female",1,857.142883300781,1,1,6.75360441207886,10
60,"female",0,NA,0,1,NA,10
23,"female",1,NA,0,1,NA,10
52,"female",0,641.025634765625,1,1,6.46306943893433,11
56,"female",0,791.208801269531,1,1,6.67356204986572,11
66,"female",0,NA,0,1,NA,10
54,"female",0,645.333312988281,1,1,6.46976709365845,10
42,"female",1,808.080810546875,1,1,6.69466209411621,11
36,"female",3,694.272216796875,1,1,6.54286432266235,12
24,"female",0,473.286712646484,1,1,6.15970134735107,14
53,"female",0,587.755126953125,1,1,6.37631034851074,10
51,"female",0,1404,1,1,7.24708080291748,17
46,"female",0,NA,0,1,NA,11
69,"female",0,NA,0,1,NA,10
58,"female",0,490.909088134766,1,1,6.19625902175903,10
43,"female",0,503.846160888672,1,1,6.22227096557617,11
59,"female",0,NA,0,1,NA,10
57,"female",0,NA,0,1,NA,10
41,"female",2,446.428558349609,1,1,6.10127925872803,11
34,"female",1,NA,0,1,NA,13
58,"female",0,21875,1,1,9.9931001663208,9
57,"female",0,NA,0,1,NA,11
40,"female",1,NA,0,1,NA,11
29,"female",2,401.923065185547,1,1,5.99626064300537,11
65,"female",0,NA,0,1,NA,12
56,"female",0,300,1,1,5.70378255844116,13
56,"female",0,1373.62634277344,1,1,7.22520971298218,12
67,"female",0,NA,0,1,NA,10
29,"female",0,721.153869628906,1,1,6.58085250854492,14
44,"female",1,1050,1,1,6.95654535293579,13
37,"female",1,692.1025390625,1,1,6.53973388671875,12
58,"female",0,NA,0,1,NA,10
37,"female",2,937.5,1,1,6.84321689605713,11
46,"female",0,NA,0,1,NA,11
52,"female",0,NA,0,1,NA,10
34,"female",1,1372.14135742188,1,1,7.22412776947021,20
44,"female",0,NA,0,1,NA,11
28,"female",1,586.540405273438,1,1,6.3742413520813,11
31,"female",1,565.807678222656,1,1,6.33825445175171,12
38,"female",1,395.604400634766,1,1,5.98041486740112,11
39,"female",3,382.591094970703,1,1,5.94696664810181,11
32,"female",0,615.384643554688,1,1,6.42224740982056,13
59,"female",0,NA,0,1,NA,10
47,"female",0,400,1,1,5.99146461486816,10
41,"female",2,395.604400634766,1,1,5.98041486740112,11
44,"female",0,1333.33337402344,1,1,7.19543743133545,13
36,"female",1,NA,0,1,NA,11
35,"female",1,1541.96020507812,1,1,7.34080982208252,11
44,"female",1,687.980773925781,1,1,6.5337610244751,11
65,"female",0,NA,0,1,NA,10
56,"female",2,2307.6923828125,1,1,7.74400329589844,12
52,"female",0,NA,0,1,NA,16
68,"female",0,NA,0,1,NA,9
53,"female",1,1292.30773925781,1,1,7.16418504714966,16
64,"female",0,432.692321777344,1,1,6.07002687454224,12
