"age","sex","ndepchld","wage","working","married","wage_ln","educ"
34,"female",2,346.153839111328,1,1,5.84688329696655,11
47,"female",0,645.161315917969,1,1,6.46950054168701,10
56,"female",0,NA,0,1,NA,12
44,"female",2,636.588439941406,1,1,6.45612335205078,13
57,"female",0,732.692321777344,1,1,6.59672594070435,10
35,"female",1,451.559997558594,1,1,6.11270809173584,13
67,"female",0,NA,0,1,NA,10
55,"female",0,420.923065185547,1,1,6.04244995117188,10
60,"female",0,NA,0,1,NA,16
58,"female",0,660.3876953125,1,1,6.49282693862915,11
42,"female",2,NA,0,1,NA,11
40,"female",2,NA,0,1,NA,11
41,"female",2,849.859375,1,1,6.74507093429565,11
29,"female",1,646.153869628906,1,1,6.47103786468506,13
39,"female",2,615.384643554688,1,1,6.42224740982056,13
34,"female",2,700,1,1,6.55108022689819,13
28,"female",0,1153.84619140625,1,1,7.05085611343384,17
51,"female",0,1525.84619140625,1,1,7.33030462265015,15
36,"female",2,810.809448242188,1,1,6.69803285598755,11
34,"female",0,721.318664550781,1,1,6.5810809135437,10
42,"female",2,879.120849609375,1,1,6.77892255783081,11
53,"female",0,115.384613037109,1,1,4.74827098846436,11
54,"female",0,NA,0,1,NA,11
66,"female",0,NA,0,1,NA,10
32,"female",1,812.923095703125,1,1,6.70063638687134,11
33,"female",0,595.533508300781,1,1,6.38945770263672,12
35,"female",0,NA,0,1,NA,20
52,"female",2,1742.85717773438,1,1,7.46328115463257,17
48,"female",0,NA,0,1,NA,10
27,"female",2,375,1,1,5.92692613601685,13
33,"female",3,NA,0,1,NA,10
58,"female",0,992.307678222656,1,1,6.90003299713135,9
43,"female",3,320,1,1,5.76832103729248,11
58,"female",0,NA,0,1,NA,10
66,"female",0,NA,0,1,NA,10
48,"female",0,593.406616210938,1,1,6.38587999343872,12
44,"female",2,485,1,1,6.18414878845215,11
58,"female",0,440,1,1,6.0867748260498,10
26,"female",1,923.076904296875,1,1,6.82771253585815,11
55,"female",0,250,1,1,5.52146100997925,10
69,"female",0,NA,0,1,NA,10
42,"female",1,533.742858886719,1,1,6.27991437911987,13
35,"female",2,NA,0,1,NA,10
66,"female",0,NA,0,1,NA,11
54,"female",0,NA,0,1,NA,15
66,"female",0,646.153869628906,1,1,6.47103786468506,11
44,"female",0,530.681823730469,1,1,6.27416276931763,10
59,"female",0,NA,0,1,NA,10
37,"female",2,764.423095703125,1,1,6.63912153244019,10
44,"female",0,1333.32922363281,1,1,7.19543409347534,13
50,"female",0,676.923095703125,1,1,6.5175576210022,12
40,"female",2,1269.23071289062,1,1,7.14616632461548,11
59,"female",0,NA,0,1,NA,11
67,"female",0,439.560424804688,1,1,6.08577537536621,10
31,"female",1,992.307678222656,1,1,6.90003299713135,12
33,"female",3,NA,0,1,NA,11
40,"female",2,NA,0,1,NA,11
68,"female",0,NA,0,1,NA,11
48,"female",0,1384.61535644531,1,1,7.23317766189575,17
66,"female",0,NA,0,1,NA,10
35,"female",3,865.384643554688,1,1,6.76317405700684,11
66,"female",0,NA,0,1,NA,10
30,"female",1,1353.84619140625,1,1,7.2107048034668,17
45,"female",2,NA,0,1,NA,16
33,"female",0,615.384643554688,1,1,6.42224740982056,12
63,"female",0,NA,0,1,NA,10
39,"female",2,971.659912109375,1,1,6.87900590896606,17
44,"female",2,NA,0,1,NA,8
52,"female",0,1282.05126953125,1,1,7.15621662139893,16
64,"female",0,NA,0,1,NA,15
50,"female",1,1597.63317871094,1,1,7.37627840042114,16
38,"female",5,NA,0,1,NA,16
65,"female",0,NA,0,1,NA,11
31,"female",2,972.222229003906,1,1,6.87958431243896,13
52,"female",1,1220.04052734375,1,1,7.10663938522339,17
27,"female",0,813.953491210938,1,1,6.70190334320068,15
56,"female",0,NA,0,1,NA,10
40,"female",2,1774.72521972656,1,1,7.48140096664429,13
53,"female",0,1419.23071289062,1,1,7.25787019729614,13
52,"female",0,NA,0,1,NA,14
40,"female",0,435.294128417969,1,1,6.07602214813232,11
46,"female",1,935.810791015625,1,1,6.8414134979248,11
37,"female",2,1010.98901367188,1,1,6.91868448257446,15
66,"female",0,NA,0,1,NA,11
45,"female",2,553.846130371094,1,1,6.31688690185547,13
36,"female",2,1863.9052734375,1,1,7.53042936325073,16
51,"female",0,1048.95104980469,1,1,6.9555459022522,16
37,"female",2,NA,0,1,NA,11
51,"female",0,1153.84619140625,1,1,7.05085611343384,10
40,"female",2,625,1,1,6.43775177001953,6
56,"female",0,NA,0,1,NA,11
64,"female",0,NA,0,1,NA,10
38,"female",1,1978.02197265625,1,1,7.58985280990601,12
53,"female",0,NA,0,1,NA,12
69,"female",0,NA,0,1,NA,11
36,"female",2,NA,0,1,NA,11
30,"female",0,841.995849609375,1,1,6.73577499389648,13
43,"female",1,NA,0,1,NA,13
47,"female",1,1353.01452636719,1,1,7.21009016036987,14
45,"female",0,586.666687011719,1,1,6.37445688247681,12
43,"female",2,654.94873046875,1,1,6.48455715179443,11
36,"female",2,666.666687011719,1,1,6.50229024887085,12
44,"female",1,1083.91613769531,1,1,6.98833560943604,13
52,"female",0,686.070678710938,1,1,6.53098058700562,10
57,"female",0,600,1,1,6.39692974090576,9
46,"female",2,646.153869628906,1,1,6.47103786468506,12
47,"female",0,1155,1,1,7.05185556411743,11
58,"female",0,1349.20629882812,1,1,7.20727157592773,10
34,"female",2,938.045715332031,1,1,6.84379863739014,14
45,"female",2,NA,0,1,NA,13
52,"female",1,693.333312988281,1,1,6.54151105880737,10
50,"female",0,1500,1,1,7.31322050094604,16
66,"female",0,NA,0,1,NA,10
33,"female",1,706.860717773438,1,1,6.56083345413208,11
43,"female",2,540.54052734375,1,1,6.29256963729858,13
64,"female",0,NA,0,1,NA,10
61,"female",0,NA,0,1,NA,10
44,"female",0,NA,0,1,NA,11
33,"female",2,792.792785644531,1,1,6.67556190490723,11
41,"female",0,NA,0,1,NA,18
57,"female",0,NA,0,1,NA,12
44,"female",0,971.659912109375,1,1,6.87900590896606,11
43,"female",0,NA,0,1,NA,11
44,"female",3,1151.51513671875,1,1,7.0488338470459,17
48,"female",0,971.659912109375,1,1,6.87900590896606,17
66,"female",0,NA,0,1,NA,11
38,"female",3,400,1,1,5.99146461486816,11
50,"female",0,1089.57385253906,1,1,6.9935417175293,12
50,"female",0,873.317321777344,1,1,6.77229881286621,11
53,"female",0,1649.23071289062,1,1,7.40806436538696,18
39,"female",2,1500,1,1,7.31322050094604,11
34,"female",0,980.769226074219,1,1,6.88833713531494,11
65,"female",0,NA,0,1,NA,11
53,"female",0,488.165679931641,1,1,6.19065475463867,11
65,"female",0,NA,0,1,NA,10
52,"female",0,576.923095703125,1,1,6.35770893096924,11
60,"female",0,651.170593261719,1,1,6.47877168655396,10
69,"female",0,NA,0,1,NA,10
58,"female",0,1354.91076660156,1,1,7.21149110794067,9
55,"female",0,692.307678222656,1,1,6.54003047943115,11
43,"female",2,641.025634765625,1,1,6.46306943893433,11
55,"female",0,NA,0,1,NA,19
31,"female",1,769.230773925781,1,1,6.64539098739624,10
31,"female",2,846.853149414062,1,1,6.74152708053589,13
36,"female",0,1538.46154785156,1,1,7.33853816986084,17
60,"female",0,NA,0,1,NA,10
41,"female",2,690.916931152344,1,1,6.53801965713501,11
47,"female",0,386.013977050781,1,1,5.95587348937988,10
48,"female",0,707.692321777344,1,1,6.56200933456421,13
69,"female",0,NA,0,1,NA,10
53,"female",0,NA,0,1,NA,10
48,"female",1,779.625793457031,1,1,6.65881395339966,10
33,"female",0,NA,0,1,NA,11
50,"female",0,608.974365234375,1,1,6.41177606582642,10
50,"female",1,776.287902832031,1,1,6.65452337265015,11
54,"female",0,433.333343505859,1,1,6.07150745391846,10
40,"female",2,NA,0,1,NA,10
67,"female",0,555.555541992188,1,1,6.31996870040894,10
63,"female",0,NA,0,1,NA,10
31,"female",0,857.142883300781,1,1,6.75360441207886,12
23,"female",0,441.176483154297,1,1,6.08944511413574,11
66,"female",0,NA,0,1,NA,10
31,"female",2,1186.81323242188,1,1,7.07902717590332,11
57,"female",0,340,1,1,5.82894563674927,11
39,"female",1,550,1,1,6.30991840362549,11
32,"female",3,NA,0,1,NA,13
28,"female",2,NA,0,1,NA,13
36,"female",2,NA,0,1,NA,11
25,"female",0,769.230773925781,1,1,6.64539098739624,13
29,"female",0,588.461547851562,1,1,6.37751150131226,11
37,"female",1,576.923095703125,1,1,6.35770893096924,15
29,"female",2,1384.61535644531,1,1,7.23317766189575,23
60,"female",0,1071.99523925781,1,1,6.97727680206299,20
58,"female",0,778.846130371094,1,1,6.65781354904175,12
41,"female",2,576.923095703125,1,1,6.35770893096924,11
39,"female",1,807.692321777344,1,1,6.69418096542358,11
63,"female",0,NA,0,1,NA,10
51,"female",0,1396.76110839844,1,1,7.2419114112854,11
36,"female",2,895.80419921875,1,1,6.79772186279297,12
63,"female",0,NA,0,1,NA,9
30,"female",2,NA,0,1,NA,11
57,"female",0,288.461547851562,1,1,5.66456174850464,10
59,"female",0,750,1,1,6.62007331848145,10
60,"female",0,NA,0,1,NA,11
37,"female",2,300,1,1,5.70378255844116,11
57,"female",0,398.769226074219,1,1,5.9883828163147,10
52,"female",0,NA,0,1,NA,10
46,"female",2,624.519226074219,1,1,6.43698215484619,12
61,"female",0,NA,0,1,NA,10
44,"female",0,864.107666015625,1,1,6.76169729232788,12
59,"female",0,1437.08923339844,1,1,7.27037477493286,11
49,"female",0,431.25,1,1,6.0666880607605,10
65,"female",0,NA,0,1,NA,10
63,"female",2,NA,0,1,NA,10
64,"female",3,NA,0,1,NA,10
51,"female",0,NA,0,1,NA,10
32,"female",2,990.476196289062,1,1,6.89818572998047,11
51,"female",0,461.538452148438,1,1,6.13456535339355,13
51,"female",0,1307.69226074219,1,1,7.17601919174194,19
36,"female",2,1000,1,1,6.90775537490845,11
54,"female",0,844.657165527344,1,1,6.73893070220947,10
45,"female",1,910.769226074219,1,1,6.81428956985474,16
36,"female",4,NA,0,1,NA,17
36,"female",1,537.805541992188,1,1,6.28749704360962,11
50,"female",1,1496.88146972656,1,1,7.31113910675049,12
59,"female",0,1318.68127441406,1,1,7.18438768386841,11
58,"female",0,544.666687011719,1,1,6.30017423629761,10
58,"female",0,NA,0,1,NA,10
40,"female",2,507.692321777344,1,1,6.2298755645752,11
43,"female",1,1835.8974609375,1,1,7.51528882980347,17
30,"female",1,1230.76928710938,1,1,7.11539459228516,15
45,"female",0,40.0961532592773,1,1,3.69128036499023,11
37,"female",2,100.732597351074,1,1,4.61246967315674,16
34,"female",1,1230.76928710938,1,1,7.11539459228516,13
43,"female",0,83.1730804443359,1,1,4.42092370986938,13
32,"female",3,3333.33325195312,1,1,8.11172771453857,11
32,"female",0,1025.84619140625,1,1,6.93327331542969,14
52,"female",0,621.25,1,1,6.43173360824585,10
66,"female",0,450,1,1,6.10924768447876,9
37,"female",2,NA,0,1,NA,18
65,"female",0,NA,0,1,NA,10
47,"female",0,NA,0,1,NA,15
26,"female",0,NA,0,1,NA,17
59,"female",0,NA,0,1,NA,10
41,"female",2,960,1,1,6.86693334579468,13
54,"female",0,NA,0,1,NA,11
64,"female",0,NA,0,1,NA,11
53,"female",0,725.274719238281,1,1,6.58655071258545,11
33,"female",2,964.408752441406,1,1,6.87151527404785,13
66,"female",0,NA,0,1,NA,10
55,"female",0,467.555541992188,1,1,6.14751815795898,10
69,"female",0,NA,0,1,NA,10
41,"female",2,789.743591308594,1,1,6.67170810699463,11
45,"female",1,1309.77136230469,1,1,7.17760801315308,11
29,"female",2,NA,0,1,NA,11
28,"female",3,NA,0,1,NA,12
67,"female",0,NA,0,1,NA,10
52,"female",0,533.333312988281,1,1,6.27914667129517,10
54,"female",0,NA,0,1,NA,10
37,"female",2,692.307678222656,1,1,6.54003047943115,16
58,"female",0,NA,0,1,NA,10
29,"female",2,341.538452148438,1,1,5.83346033096313,13
51,"female",0,775.259887695312,1,1,6.6531982421875,11
44,"female",0,1153.84619140625,1,1,7.05085611343384,12
35,"female",4,NA,0,1,NA,11
34,"female",3,NA,0,1,NA,11
23,"female",1,575.769226074219,1,1,6.3557071685791,14
29,"female",2,428.571441650391,1,1,6.06045722961426,11
50,"female",0,615.384643554688,1,1,6.42224740982056,10
56,"female",0,NA,0,1,NA,10
52,"female",0,NA,0,1,NA,10
36,"female",2,466.615386962891,1,1,6.14550542831421,10
54,"female",0,444.444458007812,1,1,6.09682512283325,10
24,"female",3,NA,0,1,NA,10
40,"female",3,610.200012207031,1,1,6.41378688812256,11
32,"female",2,NA,0,1,NA,13
56,"female",0,NA,0,1,NA,10
34,"female",2,NA,0,1,NA,11
38,"female",1,864,1,1,6.76157283782959,13
29,"female",2,1085.71423339844,1,1,6.98999309539795,13
58,"female",0,NA,0,1,NA,11
65,"female",0,NA,0,1,NA,10
43,"female",2,1153.84619140625,1,1,7.05085611343384,11
39,"female",1,NA,0,1,NA,11
46,"female",0,1318.68127441406,1,1,7.18438768386841,16
62,"female",0,NA,0,1,NA,10
45,"female",2,530.769226074219,1,1,6.27432727813721,13
37,"female",2,800,1,1,6.68461179733276,16
45,"female",0,629.010986328125,1,1,6.44414854049683,13
38,"female",2,1274.03845214844,1,1,7.14994716644287,11
49,"female",0,466.004516601562,1,1,6.14419555664062,11
59,"female",0,755.302551269531,1,1,6.6271185874939,10
54,"female",0,1076.00549316406,1,1,6.98101091384888,11
37,"female",1,1277.47253417969,1,1,7.15263891220093,12
51,"female",0,650.887573242188,1,1,6.47833681106567,11
67,"female",0,NA,0,1,NA,10
43,"female",1,520.572448730469,1,1,6.25492906570435,10
40,"female",1,560,1,1,6.32793664932251,11
52,"female",1,681.490356445312,1,1,6.52428197860718,10
59,"female",0,NA,0,1,NA,10
31,"female",2,NA,0,1,NA,11
46,"female",1,NA,0,1,NA,10
43,"female",0,516.1943359375,1,1,6.24648332595825,11
65,"female",0,NA,0,1,NA,10
50,"female",0,NA,0,1,NA,12
47,"female",0,1460.31750488281,1,1,7.28640937805176,13
59,"female",0,NA,0,1,NA,10
43,"female",1,NA,0,1,NA,10
39,"female",3,454.545440673828,1,1,6.11929798126221,11
43,"female",3,738.09521484375,1,1,6.60407304763794,12
69,"female",0,NA,0,1,NA,11
61,"female",0,NA,0,1,NA,11
57,"female",0,NA,0,1,NA,10
68,"female",0,NA,0,1,NA,10
52,"female",0,NA,0,1,NA,10
59,"female",0,501.041656494141,1,1,6.21668910980225,11
68,"female",0,NA,0,1,NA,10
33,"female",3,1302.08337402344,1,1,7.1717209815979,11
40,"female",1,1698.71789550781,1,1,7.43762922286987,11
56,"female",0,514.285705566406,1,1,6.24277877807617,11
36,"female",2,730.769226074219,1,1,6.59409761428833,11
35,"female",1,1284.8232421875,1,1,7.15837621688843,17
66,"female",0,NA,0,1,NA,10
40,"female",3,1138.16003417969,1,1,7.03716802597046,13
57,"female",0,NA,0,1,NA,10
45,"female",3,NA,0,1,NA,8
31,"female",3,NA,0,1,NA,16
30,"female",0,1410.25646972656,1,1,7.25152683258057,17
30,"female",0,NA,0,1,NA,13
41,"female",2,NA,0,1,NA,12
49,"female",1,1604.1083984375,1,1,7.38032341003418,16
34,"female",2,1538.46154785156,1,1,7.33853816986084,18
66,"female",0,2337.6923828125,1,1,7.75691938400269,13
36,"female",2,NA,0,1,NA,13
46,"female",1,NA,0,1,NA,11
61,"female",0,NA,0,1,NA,13
47,"female",1,NA,0,1,NA,11
39,"female",3,103.846153259277,1,1,4.64291048049927,10
61,"female",0,NA,0,1,NA,10
35,"female",1,461.538452148438,1,1,6.13456535339355,13
35,"female",0,1043.9560546875,1,1,6.95077276229858,12
33,"female",2,NA,0,1,NA,18
49,"female",0,1218.43664550781,1,1,7.10532379150391,10
47,"female",1,721.429077148438,1,1,6.58123397827148,13
68,"female",0,NA,0,1,NA,10
53,"female",0,900,1,1,6.80239486694336,11
56,"female",0,1474.67687988281,1,1,7.29619407653809,10
50,"female",1,NA,0,1,NA,10
45,"female",2,532.947692871094,1,1,6.27842330932617,11
28,"female",0,358.974365234375,1,1,5.88325119018555,11
32,"female",1,748.440734863281,1,1,6.61799192428589,13
67,"female",0,NA,0,1,NA,11
33,"female",2,NA,0,1,NA,12
50,"female",0,1091.47607421875,1,1,6.99528646469116,11
36,"female",2,980.769226074219,1,1,6.88833713531494,18
56,"female",0,NA,0,1,NA,12
67,"female",0,NA,0,1,NA,10
54,"female",0,471.590911865234,1,1,6.15611171722412,13
34,"female",3,566.666687011719,1,1,6.33977127075195,11
36,"female",2,662.5,1,1,6.49602079391479,12
53,"female",2,NA,0,1,NA,10
62,"female",0,NA,0,1,NA,10
53,"female",0,441.666656494141,1,1,6.09055519104004,10
39,"female",1,NA,0,1,NA,12
35,"female",3,519.230773925781,1,1,6.25234842300415,12
46,"female",1,1615.38464355469,1,1,7.38732814788818,13
50,"female",0,961.538452148438,1,1,6.86853456497192,10
49,"female",1,695.454528808594,1,1,6.54456567764282,11
40,"female",2,445.054931640625,1,1,6.09819793701172,10
19,"female",2,NA,0,1,NA,11
34,"female",0,NA,0,1,NA,12
34,"female",2,544.680847167969,1,1,6.30019998550415,11
28,"female",1,600,1,1,6.39692974090576,13
28,"female",1,NA,0,1,NA,12
62,"female",0,NA,0,1,NA,10
48,"female",0,NA,0,1,NA,10
55,"female",0,NA,0,1,NA,11
64,"female",0,NA,0,1,NA,15
22,"female",1,622.222229003906,1,1,6.4332971572876,13
32,"female",1,710.059143066406,1,1,6.56534814834595,11
46,"female",0,481.340942382812,1,1,6.17657566070557,13
58,"female",0,477.173919677734,1,1,6.16788101196289,12
40,"female",4,NA,0,1,NA,12
33,"female",2,1170.91833496094,1,1,7.06554365158081,13
64,"female",0,420,1,1,6.04025459289551,10
54,"female",0,NA,0,1,NA,13
32,"female",1,656.410278320312,1,1,6.48678588867188,12
34,"female",1,511.363647460938,1,1,6.2370810508728,11
60,"female",0,NA,0,1,NA,12
28,"female",2,700.854675292969,1,1,6.55230045318604,11
55,"female",0,NA,0,1,NA,10
56,"female",0,609.351440429688,1,1,6.41239500045776,10
29,"female",0,923.076904296875,1,1,6.82771253585815,16
50,"female",1,1586.53845214844,1,1,7.36930990219116,20
37,"female",5,NA,0,1,NA,25
66,"female",0,NA,0,1,NA,17
31,"female",1,NA,0,1,NA,11
41,"female",0,1350,1,1,7.20785999298096,16
60,"female",0,NA,0,1,NA,10
60,"female",0,511.666656494141,1,1,6.23767328262329,11
39,"female",2,772.727294921875,1,1,6.64992618560791,17
69,"female",0,NA,0,1,NA,10
30,"female",0,1153.84619140625,1,1,7.05085611343384,17
53,"female",0,574.73388671875,1,1,6.35390710830688,9
39,"female",3,869.743591308594,1,1,6.76819849014282,13
29,"female",3,396.634613037109,1,1,5.98301553726196,11
37,"female",2,817.307678222656,1,1,6.70601558685303,12
54,"female",0,NA,0,1,NA,10
39,"female",0,498.960510253906,1,1,6.21252679824829,13
52,"female",0,493.103454589844,1,1,6.20071887969971,9
59,"female",0,NA,0,1,NA,10
48,"female",0,NA,0,1,NA,10
43,"female",3,1315.38464355469,1,1,7.18188428878784,16
63,"female",0,NA,0,1,NA,10
42,"female",2,1589.74353027344,1,1,7.37132787704468,12
32,"female",1,450,1,1,6.10924768447876,11
64,"female",0,550,1,1,6.30991840362549,10
38,"female",3,769.230773925781,1,1,6.64539098739624,13
54,"female",0,752.508361816406,1,1,6.62341213226318,14
44,"female",2,450,1,1,6.10924768447876,11
63,"female",0,NA,0,1,NA,10
59,"female",1,NA,0,1,NA,10
23,"female",3,NA,0,1,NA,13
67,"female",0,NA,0,1,NA,10
41,"female",1,897.435913085938,1,1,6.79954147338867,11
53,"female",0,NA,0,1,NA,10
61,"female",0,NA,0,1,NA,10
46,"female",1,NA,0,1,NA,13
41,"female",1,NA,0,1,NA,11
64,"female",0,NA,0,1,NA,10
56,"female",0,NA,0,1,NA,15
66,"female",0,714.285705566406,1,1,6.57128286361694,10
45,"female",2,450,1,1,6.10924768447876,11
51,"female",2,1961.53845214844,1,1,7.58148431777954,16
30,"female",0,1299.80773925781,1,1,7.16997146606445,13
58,"female",0,642.857116699219,1,1,6.46592235565186,10
32,"female",1,1578.94738769531,1,1,7.36451387405396,16
58,"female",0,NA,0,1,NA,10
51,"female",1,667.132873535156,1,1,6.50298929214478,13
60,"female",0,750.769226074219,1,1,6.62109851837158,10
38,"female",2,984.615356445312,1,1,6.89225101470947,18
43,"female",0,NA,0,1,NA,11
52,"female",0,1172.55712890625,1,1,7.06694221496582,13
61,"female",0,NA,0,1,NA,12
61,"female",0,587.41259765625,1,1,6.37572765350342,10
46,"female",0,NA,0,1,NA,11
38,"female",3,1318.68127441406,1,1,7.18438768386841,17
56,"female",0,846.153869628906,1,1,6.74070119857788,13
61,"female",0,NA,0,1,NA,10
59,"female",0,NA,0,1,NA,11
56,"female",0,NA,0,1,NA,11
33,"female",2,923.076904296875,1,1,6.82771253585815,11
32,"female",1,NA,0,1,NA,11
38,"female",2,NA,0,1,NA,18
53,"female",0,NA,0,1,NA,14
45,"female",2,428.571441650391,1,1,6.06045722961426,10
45,"female",1,2128.205078125,1,1,7.66303443908691,24
43,"female",2,412.087921142578,1,1,6.02123689651489,10
45,"female",0,NA,0,1,NA,11
25,"female",2,NA,0,1,NA,11
51,"female",0,1163.07690429688,1,1,7.05882406234741,16
32,"female",3,NA,0,1,NA,15
41,"female",3,1932.69226074219,1,1,7.56666946411133,15
48,"female",0,1292.30773925781,1,1,7.16418504714966,12
42,"female",2,929.202819824219,1,1,6.83432722091675,11
56,"female",0,593.406616210938,1,1,6.38587999343872,11
56,"female",0,1017.69232177734,1,1,6.92529296875,13
34,"female",5,NA,0,1,NA,11
49,"female",0,692.307678222656,1,1,6.54003047943115,11
60,"female",0,439.560424804688,1,1,6.08577537536621,10
52,"female",0,923.076904296875,1,1,6.82771253585815,13
58,"female",0,NA,0,1,NA,10
55,"female",2,1060.291015625,1,1,6.96629858016968,16
51,"female",1,NA,0,1,NA,20
34,"female",0,1166.66662597656,1,1,7.06190586090088,13
53,"female",0,NA,0,1,NA,11
54,"female",0,4615.384765625,1,1,8.4371509552002,17
37,"female",3,437.5,1,1,6.08107662200928,11
61,"female",0,595.384643554688,1,1,6.38920783996582,10
39,"female",1,1076.92309570312,1,1,6.98186349868774,11
50,"female",2,561.923095703125,1,1,6.33136510848999,11
61,"female",0,NA,0,1,NA,10
49,"female",2,675,1,1,6.51471281051636,18
38,"female",2,125,1,1,4.82831382751465,11
64,"female",0,NA,0,1,NA,10
68,"female",0,NA,0,1,NA,10
33,"female",1,350,1,1,5.85793304443359,12
33,"female",4,NA,0,1,NA,12
62,"female",0,NA,0,1,NA,10
53,"female",0,107.692306518555,1,1,4.67927837371826,11
53,"female",4,NA,0,1,NA,10
66,"female",0,NA,0,1,NA,10
57,"female",0,NA,0,1,NA,11
63,"female",0,NA,0,1,NA,10
56,"female",0,NA,0,1,NA,11
56,"female",0,NA,0,1,NA,10
62,"female",0,NA,0,1,NA,10
66,"female",0,NA,0,1,NA,10
63,"female",0,NA,0,1,NA,16
37,"female",1,650,1,1,6.47697257995605,13
50,"female",0,NA,0,1,NA,10
60,"female",0,NA,0,1,NA,11
67,"female",0,NA,0,1,NA,10
55,"female",0,1096.15380859375,1,1,6.99956274032593,12
58,"female",0,NA,0,1,NA,11
65,"female",0,436.590423583984,1,1,6.07899570465088,10
41,"female",2,500,1,1,6.21460819244385,13
42,"female",3,NA,0,1,NA,17
69,"female",0,NA,0,1,NA,11
36,"female",2,1246.15380859375,1,1,7.12781715393066,13
59,"female",0,419.580413818359,1,1,6.03925514221191,16
47,"female",0,612,1,1,6.41673231124878,13
54,"female",0,655.384643554688,1,1,6.48522233963013,16
43,"female",1,592.515563964844,1,1,6.38437700271606,11
27,"female",2,NA,0,1,NA,11
28,"female",1,363.333343505859,1,1,5.89532089233398,11
57,"female",0,NA,0,1,NA,11
42,"female",2,921.846130371094,1,1,6.8263783454895,11
53,"female",0,686.070678710938,1,1,6.53098058700562,11
29,"female",0,625,1,1,6.43775177001953,11
42,"female",3,548.076904296875,1,1,6.30641555786133,13
54,"female",0,482.57373046875,1,1,6.17913389205933,10
52,"female",0,935.550964355469,1,1,6.84113550186157,12
47,"female",0,402.403839111328,1,1,5.99745607376099,11
40,"female",3,369.230773925781,1,1,5.91142177581787,10
62,"female",0,NA,0,1,NA,10
45,"female",2,342.222229003906,1,1,5.83546018600464,12
22,"female",1,461.538452148438,1,1,6.13456535339355,12
41,"female",0,462.962951660156,1,1,6.13764715194702,11
24,"female",1,NA,0,1,NA,13
63,"female",0,NA,0,1,NA,10
53,"female",0,692.307678222656,1,1,6.54003047943115,11
50,"female",0,830.769226074219,1,1,6.72235202789307,13
66,"female",0,NA,0,1,NA,10
32,"female",0,781.25,1,1,6.66089534759521,11
63,"female",0,NA,0,1,NA,11
50,"female",0,692.307678222656,1,1,6.54003047943115,10
43,"female",0,NA,0,1,NA,11
26,"female",0,654.761901855469,1,1,6.48427152633667,11
64,"female",0,NA,0,1,NA,10
37,"female",2,2228.37548828125,1,1,7.70902824401855,18
26,"female",2,NA,0,1,NA,11
29,"female",2,916.433227539062,1,1,6.82048940658569,11
28,"female",1,700.003356933594,1,1,6.55108499526978,11
36,"female",4,NA,0,1,NA,11
36,"female",1,NA,0,1,NA,11
37,"female",1,994.96728515625,1,1,6.9027099609375,12
51,"female",0,474.807678222656,1,1,6.16290998458862,11
52,"female",0,846.153869628906,1,1,6.74070119857788,16
67,"female",0,NA,0,1,NA,11
42,"female",2,794.871765136719,1,1,6.67818069458008,11
40,"female",3,500,1,1,6.21460819244385,11
28,"female",3,NA,0,1,NA,13
65,"female",0,NA,0,1,NA,10
65,"female",0,NA,0,1,NA,11
46,"female",1,NA,0,1,NA,12
35,"female",2,850,1,1,6.74523639678955,11
23,"female",0,801.282043457031,1,1,6.68621301651001,13
26,"female",2,NA,0,1,NA,11
43,"female",4,NA,0,1,NA,11
26,"female",0,563.653869628906,1,1,6.33444023132324,11
36,"female",2,NA,0,1,NA,11
45,"female",0,637.096801757812,1,1,6.45692157745361,11
55,"female",0,564.1025390625,1,1,6.33523607254028,10
65,"female",0,NA,0,1,NA,16
58,"female",0,492,1,1,6.19847869873047,10
60,"female",0,680.307678222656,1,1,6.522545337677,11
65,"female",0,NA,0,1,NA,10
24,"female",1,NA,0,1,NA,12
56,"female",0,403.846160888672,1,1,6.00103378295898,9
49,"female",1,NA,0,1,NA,19
55,"female",0,3365.38452148438,1,1,8.12129783630371,19
45,"female",2,774.115356445312,1,1,6.65172100067139,17
57,"female",0,NA,0,1,NA,13
39,"female",1,NA,0,1,NA,11
39,"female",0,NA,0,1,NA,10
60,"female",0,NA,0,1,NA,10
46,"female",1,710.923095703125,1,1,6.56656408309937,14
36,"female",2,500,1,1,6.21460819244385,11
36,"female",2,543.294860839844,1,1,6.29765224456787,11
68,"female",0,NA,0,1,NA,11
37,"female",0,800.052001953125,1,1,6.68467664718628,11
65,"female",0,NA,0,1,NA,11
42,"female",0,923.076904296875,1,1,6.82771253585815,12
63,"female",0,NA,0,1,NA,10
46,"female",1,873.180847167969,1,1,6.77214288711548,10
66,"female",0,NA,0,1,NA,10
61,"female",0,NA,0,1,NA,13
40,"female",2,432.692321777344,1,1,6.07002687454224,11
52,"female",0,873.180847167969,1,1,6.77214288711548,11
54,"female",0,NA,0,1,NA,10
56,"female",0,705.128234863281,1,1,6.55837965011597,13
54,"female",0,NA,0,1,NA,12
51,"female",0,1170.09753417969,1,1,7.06484222412109,15
42,"female",1,540.307678222656,1,1,6.29213857650757,16
62,"female",0,NA,0,1,NA,10
55,"female",0,NA,0,1,NA,11
62,"female",0,937.5,1,1,6.84321689605713,8
69,"female",0,NA,0,1,NA,10
46,"female",2,769.230773925781,1,1,6.64539098739624,12
47,"female",0,1100,1,1,7.00306558609009,10
